"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ, ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТА ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ВИБУХОЗАХИЩЕНОГО ТА РУДНИКОВОГО ЕЛЕКТРООБЛАДНАННЯ З ДОСЛІДНО-ЕКСПЕРИМЕНТАЛЬНИМ ВИРОБНИЦТВОМ""","State ENTERPRISE ""UKRAINIAN RESEARCH, DESIGN AND TECHNOLOGICAL INSTITUTE of EXPLOSION-PROof AND MINE ELECTRICAL EQUIPMENT WITH PILOT PRODUCTION""",,,,"State Enterprise ""Ukrainian Research, Design And Technological Institute of Explosion-Proof And Mine Electrical Equipment With Research Production""",,
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРАЇНСЬКЕ ДУНАЙСЬКЕ ПАРОПЛАВСТВО""","PRIVATE JOINT-STOCK COMPANY ""UKRAINIAN DANUBE SHIPPING COMPANY""",,,,"Private Joint-stock Company ""Ukrainian Danube Shipping Company""",,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КИЇВСЬКИЙ РАДІОЗАВОД""","PUBLIC JOINT STOCK COMPANY ""KYIV RADIO PLANT""",,,,"Public Joint Stock Company ""Kyiv Radio Plant""",,
Постійне представництво України при ЮНЕСКО,The permanent mission of Ukraine to UNESCO,,,,Permanent mission of Ukraine to UNESCO,,
Державне агентство з інвестицій та управління національними проектами України,The State Agency for investment and national projects of Ukraine,,,,State Agency for Investment and National Projects of Ukraine,,
Державна архівна служба України,The State archival Service of Ukraine,,,,State Archival Service of Ukraine,,
"Український державний науково-дослідний проектний інститут азотної промисловості і продуктів органічного синтезу, м. Дніпродзержинськ","Ukrainian State research and design Institute of nitrogen industry and products of organic synthesis, M. Dneprodzerzhinsk",,,,Ukrainian State Research and Design Institute of Nitrogen Industry and Products of Organic Synthesis,,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СПЕЦІАЛЬНЕ КОНСТРУКТОРСЬКЕ БЮРО РАДІОТЕХНІЧНИХ ПРИЛАДІВ""","PUBLIC JOINT STOCK COMPANY ""SPECIAL DESIGN BUREAU of RADIO ENGINEERING DEVICES""",,,,"Public Joint Stock Company ""Special Design Bureau of Radio Engineering Devices""",,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДОНБАСШАХТОБУД""","PUBLIC JOINT STOCK COMPANY ""DONBASSAERO""",,,,"Public Joint Stock Company ""Donbasshakhtobud""",,
"Українське державне підприємство поштового зв'язку ""Укрпошта""","Ukrainian State enterprise of posts ""Ukrposhta""",,,,Ukrainian State Enterprise of Posts “Ukrposhta”,,
Регіональне відділення Фонду державного майна України по Чернівецькій області,The regional office of the State property Fund of Ukraine in Chernivtsi region,,,,Regional office of The State Property Fund of Ukraine in Chernivtsi Oblast (Region),,
Чернівецьке обласне територіальне відділення Антимонопольного комітету України,Chernivtsi regional Territorial  office of Antimonopoly Committee of Ukraine,,,,Chernivtsi Regional Territorial  office of Antimonopoly Committee of Ukraine,,
Сектор представництва у Чернівецькій області Державної служби України з питань регуляторної політики та розвитку підприємництва,Sector representation in Chernivtsi region of State Service of Ukraine for regulatory policy and entrepreneurship development,,,,Sector of Representative office of State Service of Ukraine for Regulatory Policy and Entrepreneurship Development in Chernivtsi Oblast (Region),,
Головне управління Пенсійного фонду України в Чернівецькій області,Main Department of Pension Fund of Ukraine in Chernivtsi region,,,,Main Department of Pension Fund of Ukraine in Chernivtsi Oblast (Region),,
Інспекція у справах захисту прав споживачів у Чернівецькій області,The Inspectorate for protection of consumer rights in Chernivtsi region,,,,Inspectorate for Protection of consumer rights in Oblast (Region),,
Головне управління статистики у Чернівецькій області,General statistics office in Chernivtsi region,,,,Main Department of Statistics in the Chernivtsi Oblast (Region),,
Територіальна державна інспекція з питань праці у Чернівецькій області,The Territorial  State Inspectorate for issues of labour in the Chernivtsi region,,,,Territorial  State Inspectorate of Labour in Chernivtsi Oblast (Region),,
Державна екологічна інспекція у Чернівецькій області,The State ecological inspection in Chernivtsi region,,,,State Environmental Inspection in Chernivtsi Oblast (Region),,
Територіальне управління Держгірпромнагляду у Чернівецькій області,Territorial  administration of State Service of Mining Supervision and Industrial Safety of Ukraine in Chernivtsi region,,,,Territorial  Administration of the State Service of Mining Supervision and Industrial Safety of Ukraine in Chernivtsi Oblast (Region),,
Дністровсько-Прутське басейнове управління водних ресурсів,Dniester-Pratcice basin water resources,,,,Division of Dniester-Prut Basin Water Resources,,
Служба автомобільних доріг у Чернівецькій області,Road Service in Chernivtsi region,,,,Road Service in Chernivtsi Oblast (Region),,
